NIT	Bhopal Madhya Pradesh
NIT	Calicut	Kerala
NIT	Hamirpur Himachal Pradesh
NIT	Jaipur Rajasthan
NIT	Jalandhar Punjab
NIT	Jamshedpur Jharkhand
NIT	Kurukshetra	Haryana
NIT	Nagpur Maharashtra
NIT	Rourkela Odisha
NIT	Silchar	Assam
NIT	Mangalore Karnataka
NIT	Warangal Telangana
NIT	Durgapur West Bengal
NIT	Srinagar Jammu and Kashmir
NIT	Surat Gujarat
NIT	Trichy Tamil Nadu
NIT	Patna Bihar
NIT	Raipur Chhattisgarh
NIT	Agartala Tripura
NIT	Yupia Arunachal Pradesh
NIT	New Delhi Delhi
NIT	Farmagudi Goa
NIT	Imphal Manipur
NIT	Shillong Meghalaya
NIT	Aizawl Mizoram
NIT	Dimapur Nagaland
NIT	Karaikal Puducherry
NIT	Ravangla Sikkim
NIT	Srinagar Uttarakhand
NIT	Tadepalligudem Andhra Pradesh
MNNIT Allahabad	Uttar Pradesh
IIIT Allahabad
IIIT Hyderabad
IIT Kharagpur West Bengal
IIT Bombay Maharashtra
IIT Kanpur Uttar Pradesh
IIT Madras Tamil Nadu
IIT Delhi Delhi
IIT Guwahati Assam
IIT Roorkee Uttarakhand
IIT Ropar Punjab
IIT Bhubaneswar Odisha
IIT Gandhinagar Gujarat
IIT Hyderabad Telangana
IIT Jodhpur Rajasthan
IIT Patna Bihar
IIT Indore Madhya Pradesh
IIT Mandi Himachal Pradesh
IIT (BHU) Varanasi IIT(BHU)	Uttar Pradesh
IIT Palakkad Kerala
IIT Tirupati Andhra Pradesh
IIT (ISM) Dhanbad Jharkhand
IIT Bhilai[16] Chhattisgarh
IIT Goa[17] Goa
IIT Jammu[18] Jammu and Kashmir
IIT Dharwad[19] Karnataka
